"-Màu son xinh, trên hình nhìn hơi nghiêng đỏ hồng nhưng bên ngoài thì nhìn nghiêng cam hơn chút xíu.Em này nhiều dưỡng nên mình k thấy bị khô môi lắm, nhg khi tẩy trang thì môi mình bị khô đi một chút. Mùi son thơm mùi kẹo, đánh lên môi thì vẫn thấy phảng phất mùi hương.
-Dễ bị dây son lên thành.",5,0,0,0,0,0,0
"-shop giao hàng nhanh,đóng gói sản phẩm chắc chắn và đẹp, son màu xinh dã man",5,0,0,0,0,0,0
-Son BBIA sịn sò nhất tớ từng mua:<<♥🙊 có hẳn Tem chống giả hình như là hàng Auth... Lần sau em sẽ tiếp tục ủng hộ shop ạ!!! Ai đánh giá 1 sao thì em không biết nói sao luôn ấy🙆💗,5,0,0,0,0,0,0
:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(:'(,3,1,-2,-2,-2,-2,-2
:( buồn buồn buồn buồn. Mặc dù hàng mới luôn cầu xin shop mà :),1,1,1,1,1,1,1
":(( son dính, có bóng nhưng ít, có mùi nước rửa bát ",2,1,1,1,1,1,1
:) đến cái hộp ở ngoài còn không bị nát hihi. Son hịn hịn,5,0,0,0,0,0,0
":) Shop ơi shop làm ăn sống nhăn luôn đó, giao hàng mà son bị gãy phần cọ thì sao xài",1,1,1,1,1,1,1
:))))))) có cây son mà shop đóng hộp bự cả quấn chống sốc đầy đủ lun hihi. Son cưng lắm ,5,0,0,0,0,0,0
":<, chắc do môi mình chứ màu đánh lên ra base hồng hòngggg cơ, buồn qué",5,1,1,1,1,1,1
":3 son vỏ đẹp, màu làm trắng da , ko lem, ko trôi 😁 lười chụp quá",5,0,0,0,0,0,0
:vzbzhzhzbzbzbxnxnxbxbxbxbxbsbbsbdbđbbđbdbbdhdhdhdhdhs,5,-2,-2,-2,-2,-2,-2
". Bao bì son còn mới, hàng chính hãng. Đóng gói cẩn thận.
. Chất son mịn, mướt khi lên môi.
. Mình mua màu #17 lên khá sáng da.
",5,0,0,0,0,0,0
". Có cả tem chống hàng của nữa siêu xịn xò luôn ,son đánh lên môi mịn không khô môi rất đáng tiền luôn nhé màu 25 cực kì đẹp luôn nha 😍",5,0,0,0,0,0,0
. Giao hàng hơi lâu 🤤 nhưng đc cái son mềm mịn thơm 🤤💓 đóng gói Sp kĩ tốt 🤤💓,5,0,0,0,0,0,0
. Giao hàng nhanh và shop đóng gói cẩn thận.chất lượng son tốt,5,0,0,0,0,0,0
". Son 150k mà như son 1triệu rưỡi vậy😍😍 màu chuẩn, son thơm ,mịn, mượt, màu giữ đc lâu trôi lâu phai nữa nha. Uống ts không sợ lem vào ống hút nek , sản phẩm tốt mn lên mua ạ 
Sẽ qlai shop mua vào lần sau, cảm ơn shop!!",5,0,0,0,0,0,0
". son vừa mịn vừa thơm , đánh lên rất đẹp , lại còn lâu trôi , lần đầu mua ở shop cảm thấy thật tuyệt vời",5,0,0,0,0,0,0
..... chất lượng sản phẩm tuyệt vời màu đẹp. Trộn với màu 25 đẹp vãi~~~~~~~~~,5,0,0,0,0,0,0
"...............,,,();)uclyxlhxoydoycypxtozoyxtozgh",5,-2,-2,-2,-2,-2,-2
..................................................,5,-2,-2,-2,-2,-2,-2
................................................................,5,-2,-2,-2,-2,-2,-2
......................................................................,5,-2,-2,-2,-2,-2,-2
.........Đặt A12 giao A8 buồn thúi cái guột. Ảnh ko liên quan.,1,1,1,1,1,1,1
.....son lên màu đẹp lắm ạ.  ...............shop giao hàng siêu siêu nhanh,5,0,0,0,0,0,0
".giao hàng nhanh "" đóng gói cẩn thận và đẹp mắt 
.vỏ son cầm chắc tay ' thiết kế sắc sảo  "" hộp son có mã check và có phần ghi chú tiếng việt 
.chất son không lỏng kh đặc ' lên môi siêu mịn siêu mướt ' nhanh khô ' độ lì khiến mình quyết định sẽ mua nhiều sản phẩm khác của shop 
",5,0,0,0,0,0,0
"“Yêu thương tựa như một con đường dài nhưng không thẳng. Một khi đã quyết định đặt chân lên con đường ấy, ngay cả người trong cuộc cũng không thể biết trước được rằng, liệu họ có chinh phục được hết con đường đó hay không?”. Nhưng hãy luôn hãnh diện vì ta được yêu thương và cô gắng sống cho thật tốt",5,-2,-2,-2,-2,-2,-2
"[QC] KHUYEN MAI 20% tat ca the nap. Tien KM su dung noi/ngoai mang KHONG GIOI HAN THOI GIAN. Dac biet TANG THEM DATA theo menh gia the nap (20.000d co 500MB, 50.000d co 1GB) sau 60 phut de su dung trong 7 ngay. CT ap dung tu thoi diem TB nhan duoc tin nhan den 2020-03-18 23:59:59. Chi tiet LH 198 (0",5,-2,-2,-2,-2,-2,-2
"[SON AUTH] Mình ở HCM, shop cũng ở HCM đặt ngày thứ 7 (22/8), SHOP KHÔNG GỬI HÀNG cho mình trong khi tên sản phẩm ghi là “có sẵn”, đến tận ngày 27/8 mới nhận dc hàng. Nt cho shop shop ko thèm trả lời xem có bán cho mình ko, hay mình mua 1 cây nên chê ít ạ? Thái độ đối với khách hàng cực kì tệ.
",1,1,1,1,1,1,1
"*🥰 vì đặt hàng ở shoppe mall nên ko lo về chất lượng, đóng gói chắc chắn cẩn thận,giao hàng nhanh, nhưng sao mk ko check đc mã ở vỏ hộp,đầu vỏ có dấu hiệu bị mở ra trc đó nz😐...
*son bám màu khá ổn, mùi thơm như kẹo í 😋,mk sẽ ủng hộ shop vào lần sau🥰...!
",5,0,0,0,0,0,0
&gggggggggg100004968123047gggggggggg100004968123047gggggggggg100004968123047gggggggggg100004968123047gggggggggg100004968123047gggggggggg100004968123047,5,-2,-2,-2,-2,-2,-2
"#15 Màu k giống hình lắm, hơi hồng hơn. Tuy k hài lòng lắm nhưng son mượt, mịn, độ trôi vừa k bám nhiều nên khá thích.",5,2,2,2,2,2,2
"#19 Romantic chất son rất mềm, mướt trên môi. #13 Serious Boss màu khá xinh, ko khô môi. Chì kẻ mắt dùng rất thích nhưng khá nhanh trôi. Mình mua lúc sale, có mã giảm 60k, freeship, còn đc tặng thêm em gương màu Rose Gold siêu sang... Quá hời, chưa bao h thất vọng về Bbia❤ ",5,0,0,0,0,0,0
<3,5,-2,-2,-2,-2,-2,-2
<3,5,-2,-2,-2,-2,-2,-2
"~son xinh lắm nha
~shop trả lời ib nhiệt tình
~a ship thân thiện",5,0,0,0,0,0,0
♥️♥️♥️👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,5,0,0,0,0,0,0
✅✅😢✅✅✅💑💑✅💑💗🌼👍🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️💗💗💗✅❤️🙆🏻‍♀️😌💗😚😡❔🤷🏻‍♀️🌼❤️😌😌🥺😚🥰🥰😊😊😏😏😉👊😡🖤👻👻🌸😭🙂🤣😉❔💗😌😂👊👊🤔😡😭😡🤔🤔😭😡 ✅✅😢✅✅✅💑💑✅💑💗🌼👍🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️💗💗💗✅❤️🙆🏻‍♀️😌💗😚😡❔🤷🏻‍♀️🌼❤️😌😌🥺😚🥰🥰😊😊😏😏😉👊😡🖤👻👻🌸😭🙂🤣😉❔💗😌😂👊👊🤔😡😭😡🤔🤔😭😡 ✅✅😢✅✅✅💑💑✅💑💗🌼👍🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️💗💗💗✅❤️🙆🏻‍♀️😌💗😚😡❔🤷🏻‍♀️🌼❤️😌😌🥺😚🥰🥰😊😊😏😏😉👊😡🖤👻👻🌸😭🙂🤣😉❔💗😌😂👊👊🤔😡😭😡🤔🤔😭😡,5,-2,-2,-2,-2,0,-2
❤️,4,0,0,0,0,0,0
❤️,5,0,0,0,0,0,0
❤️,5,0,0,0,0,0,0
❤,5,0,0,0,0,0,0
❤️ chất lượng sản phẩm rất tốt đóng gói sản phẩm đẹp chắc chắn rất đáng tiền ,5,0,0,0,0,0,0
❤️❤️❤️,5,0,0,0,0,0,0
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,0,0,0,0,0,0
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,0,0,0,0,0,0
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,0,0,0,0,0,0
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🧡🧡🧡🧡🧡🧡❤❤❤❤❤💗💗💓💗💓💗💗💗💗💓💓💓💗💓💓💗💗💗💗,5,0,0,0,0,0,0
⭐️⭐️⭐️⭐️⭐️,5,0,0,0,0,0,0
"🌟 Son: Auth, lên màu chuẩn, dùng thích lắmm (về độ nổi tiếng của em này thì khỏi bàn nhá)
💋 Đây là lần đầu tiên mình mua của official store và thực sự cảm thấy được yêu thương vì package quá xinh còn giao hàng thì cực đúng hẹn ^^ ",5,0,0,0,0,0,0
"🌸chất lượng , phục vụ , vận chuyển , đóng gói 👉🏻 rất tốt 😘❤️",5,0,2,0,0,0,0
👌,5,0,0,0,0,0,0
👌👌👌❤️❤️❤️,5,0,0,0,0,0,0
👍,5,0,0,0,0,0,0
👍🏿,5,0,0,0,0,0,0
👍👍,5,0,0,0,0,0,0
👍👍👍,5,0,0,0,0,0,0
👍👍👍,5,0,0,0,0,0,0
👍👍👍 shop nhiệt tình hàng giao đảm bảo,5,0,0,0,0,0,0
👍👍👍👍👍👍👍,5,0,0,0,0,0,0
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,0,0,0,0,0,0
💓,5,0,0,0,0,0,0
💜,5,0,0,0,0,0,0
💝💝💝,5,0,0,0,0,0,0
🤗,5,0,0,0,0,0,0
😁😁😁,5,0,0,0,0,0,0
"😍🎁😘 Mua hàng chính hãng còn rẽ hơn mấy shop gần nhà bán, max yêu",5,0,0,0,0,0,0
"😍😍 mùi son thơm dã man, màu cũng đẹp nữa. Shop đóng gói cẩn thận. Còn kèm thiệp nữa, rất đáng yêu :)",5,0,0,0,0,0,0
😍😍😍,5,0,0,0,0,0,0
😍😍😍,5,0,0,0,0,0,0
😚👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,5,0,0,0,0,0,0
😚😚😚,5,0,0,0,0,0,0
"🙂 thề luôn, mua màu 14 thất vọng vãi🤦‍♀️ đánh lên chả biết nó màu gì luôn 🤦‍♀️🤦‍♀️",1,1,1,1,1,1,1
007 is number one 🥰,5,0,0,-2,0,0,0
"01 giống hồng đào, khá là đẹp, chưa dung nên cũng lo lo, nhưng chất ổn và đẹp, mịn!",5,0,0,0,0,0,0
02 đỏ cam mà môi mình lên màu đỏ sẫm nhìn ko đc sáng lắm. Màu 25 cũng ko hợp vs da mình. Nhưng cũng đánh giá cho shop 5sao vì gửi hàng rất nhanh.,5,0,0,0,0,0,0
"02 ở trên , 04 ở dưới . son rất lì , cực lâu trôi👍👍",5,0,0,0,0,0,0
0911665904 saplkkllkjhhhh cho em hỏi anh có thể kh rep cho em hỏi anh có thể kh rep cho em hỏi anh có thể kh rep cho em hỏi anh,5,-2,-2,-2,-2,-2,-2
0941806040bsjsjba quá eosje jsjsn jjsenwkw jdjdbdh jdjsb,5,-2,-2,-2,-2,-2,-2
"1 cái mà hộp hoành tráng quá =)). Son đúng màu mình thích, mùi thơm, đóng gói cẩn thận. Mình chưa để cả ngày nên chưa biết có dễ trôi hay k. Nhưng nói chung là ưng. Sẽ ủng hộ shop",5,0,0,0,0,0,0
"1 cây date mất hết hơn 1 năm, và 1 cây date mất hết hơn 8 tháng. Mua khuyến mãi lại không tặng quà kèm theo. Bán hàng qua mạng kiểu này shopee coi lại người bán hàng 1 chút!",1,1,1,1,1,1,1
1 cây hạn sử dụng mất hết hơn 1 năm và 1 cây hạn sử dụng mất hết hơn 8 tháng Mua khuyến mại lại không tặng quà kèm theo. Bán hàng qua mạng kiểu này shopee coi lại người bán hàng 1 chút,1,1,1,1,1,1,1
"1 KH lâu năm, nhưng sau lần này thật sự rất chán về khâu chăm sóc của shop. Đặt từ t2 thì đến tận t6 mình nhắn tin giục shop, trưa thứ 7 thì nhận được. Có thể là do đang dịch nên khâu vc có vấn đề, mình có thể thông cảm. Nhưng nhận hàng lỗi thế này, mình ib hỏi từ qua thì shop k tl, mất niềm tin..",1,1,1,1,1,1,1
"1 ngày là nhận được son ,đóng gói kĩ và chắc chắn .Nhất định sẽ quay lại mua vào lần sau 🙆",5,0,2,0,0,0,0
"1 niềm tin mãnh liệt vào ảnh swatch là 1 màu hồng đất xinh xẻo
Nhưng k là hồng tím các bác ạ. Màu 06 này quá tệ
Độ bóng k như ảnh đâu. K bóng bằng hũ ủ môi luôn ý ạ. Thật vọng tập 2
Màu sau khi lau đi là hồng cánh sen. Thật vọng tập 3
Vỏ limited này k thích lắm nhưng shop hết
CSKH của shop tệ. ",1,1,1,1,1,1,1
1 sao không nói nhiều,1,1,1,1,1,1,1
"1 sao không xứng , nhắn tin không rep shop giao quá chậm , son thì không biết giả hay thật . Shop không trả lời là thấy không ưng tí nào rồi ",1,1,1,1,1,1,1
1 sét 6 cây mà có mỗi 1 cây shop làm việc mất uy tín mong lazada xem xét để shop không đi lừa đảo người mua,1,1,1,1,1,1,1
"1 thỏi vặn không lên (thỏi bên phải). Giao hàng nhanh.Chất lượng son kém, mùi hắc, bôi lên bị nổi mẩn đỏ ở môi. Không nên mua",1,1,1,1,1,1,1
"1 tí review cho bạn nào có ý định mua màu 03. Màu 03 mình xem review trên utube thì pha cam , nhưng khi mình dùng thì màu hồng hiện rõ luôn mà ko hề có sắc cam . Son thì rất đậm , quệt nhẹ chứ mạnh tay là rất đậm luôn hiiii. Nhưng mà màu son cũng đẹp , chất son ổn . Chúc shop ngày một may mắn hơn nh",5,2,2,2,2,2,2
"1. 2. Normal 3. 4. Normal 5. Normal 6. Normal 7. Normal 8. 9. Hanger burr, Metal burr, Dent LF 10. 11. 이물 12. 13. 14. Dent 15. Hanger burr, Dent 16. Hanger burr 17. 18. 19. Hanger burr 20. Normal",5,-2,-2,-2,-2,-2,-2
"1. sau khi bôi vào cảm giác môi hơi nặng 2. cũng không dưỡng ẩm được nhiều, bôi thường xuyên vẫn khô môi 3. không hề giảm thâm như đã nói",2,1,1,1,1,1,1
10 điểm cho sự trách nhiệm và đáng iu lunnnnnnnnnnnnnnnnnnnnn,5,0,0,0,0,0,0
100 đỉmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,5,0,0,-2,0,0,0
"115 là hồng cánh sen ạ ??? . Bảo đỏ quyến rũ mà thấy hồng không :)))
Chụp lên ảnh còn đỡ màu ở ngoài đúng kiểu hồng cánh sen luôn ",3,1,1,2,1,1,1
123456789001234567890012345678900123456789001234567890012345678900123456789001234567890012345678900123456789001234567890012345678900123456789001234567890012345678900123456789001234567890012345678900123456789001234567890012345678900123456789001234567890012345678900123456789001234567890012345678900123,5,-2,-2,-2,-2,-2,-2
"2 cây màu 02 ok, cây màu 03 khô quá.",4,2,2,2,2,2,2
2 màu V9 và V6 đều đẹp. Dùng mùa lễ hội là chuẩn bài 🥰,5,0,0,0,0,0,0
2 thỏi son hoyy nhưng shop bọc hộp to luôn 🤗🤗,5,0,0,2,0,0,0
"2 thỏi son mà gói kĩ lắm, được tặnh thêm 1 chiếc túi tote nữa, mua đồ ở đây thì không phải lo gì nữa rồi",5,0,0,0,0,0,0
"24 xíu xiu ánh cam thôi chủ yếu là base hồng, lên môi trẻ hơn màu 25 nhiều tuy nhiên mình đánh lên môi chỉ ngồi học từ 1h đến 4h hơn nó chuyển thành màu hồng cánh sen hồi nào ko hay huhu
Màu 25 trầm ánh cam xinh
Hộp đóng gói son xinh xắn chắc chắn
À trước giờMôi mình đánh son dễ ngả hồng",5,0,2,2,0,2,2
2726 2735 chưa có gì mấy bạn ơiii,,-2,-2,-2,2,-2,-2
"2l mua đồ của sky007 rồi, gói hàng rất cẩn thận, 
Son date đến năm 22, rất vừa lòng",5,0,0,0,0,0,0
"30 mùa lá mít rồi giờ mới tìm dc chất son ưng í các mẹ ạ,lên màu đẹp,tuy mở son ra thấy kem son hơi đặc nhưng đánh lên mịn màu đẹp lắm.e phải rinh thêm e nữa ",5,0,0,0,0,0,0
"315k thu 318k =))) huỷ đơn từ  htrc shop nhắn tin la đã giao cho bên gh nhưng tận hôm sau mới  giao, làm k đặt dc son khác :)))) ",1,1,1,1,1,1,1
"4/5: Chất son mềm mượt đẹp dã man. 1/5: Không hề hài lòng với cách phục vụ của tiệm này luôn, nhắn tin thì im ru không reply. ",2,2,2,2,2,2,2
"5 lần mua ở shop rồi. Vẫn tuyệt vời như 4 lần trước. Hàng chất lượng, đẹp, màu son đẹp, đặc biệt không bị khô môi luôn. Sẽ ủng hộ shop thêm nhiều lần nữa",5,0,0,0,0,0,0
"5 sao cho nhân viên giao hàng
 Còn son thì cũng ko lì cho lắm 
Nói chung ok",5,0,0,0,0,0,0
5 sao cho shop,5,0,0,2,0,0,0
