,comments,label
40,Son màu cực đẹp. Shop gói hàng cực xinh ,0.0
41,Đã dùng hết 1 thỏi và mua thêm 1 thỏi nữa về vì quá thích,0.0
42,"Điều đầu tiên mình cảm nhận được là son rất đẹp, đánh lên mềm môi, giữ mầu lâu,thích lắm luôn",0.0
43,"Đây là lần đầu tiên mình mua hàng ở shop nên mua cũng ko nhiều nhưng shop vẫn đóng gói hàng kỹ lắm ạ, giao hàng cũng nhanh nữa nên mình rất hài lòng nha. Cám ơn shop.",0.0
44,Hàng ok. Màu tốt. Mềm. Mịn. Giao hàng hơi chậm. Nv dth. Giá thì ok,0.0
45,"Mua 2 cây được bỏ trong cái hộp siêu siêu siêu yêu luôn á.giao hàng cũng siêu nhanh nữa.
Cảm ơn shop nhiều lắm.",0.0
46,Màu son lên môi chuẩn mùi thơm chất son mịn rất đáng tiền......,0.0
47,Dùng hoài vẫn yêu mỗi dòng son này,0.0
48,"Gói hàng đẹp,hàng chuẩn
Dyhihpvgjchhxhcugogvkhcchhggiihhikhvhhfgxcjvjhgchf
Ship nhanh lắm fhojhoogjchchfghjggjjhhkgjcjhfchchhfhffhjggkgkgkjgjgfjjggkchgzgxbcjvkbkhihtdtrseadzgchvhkljojygfddzgcjkbjliitf5e4wt6988090oguhv",0.0
49,Hiuhiu mình mua màu22 mà về thấy nhạt quá k hợp bạn nào lấy mình pass rẻ lại cho nhé,1.0
50,"Son cực xinh, son chính hãng nhìn cái tem thích mắt ghê á, rẻ nữa
Tranh thủ lúc sale hốt luôn mấy cây",0.0
51,"Đóng gói cẩn thận nhưng màu son chán ạ, đặt màu v6 đỏ gạch mà khi đánh lên là đỏ hồng ạ, phải đánh 2-3 lần mới lên được cái màu như trên hình",1.0
52,"Son thơm nhẹ, xài tốt như các version trước, giao hàng nhanh, đóng hộp xinh, ưng!",0.0
53,Son đẹp lắm. Nhg theo cá nhân mk thì mk thấy bảg này màu 14 màu đẹp hợp vs nhg bạn da ngăm đen nhất. Độ lì mịn mk cũng thấy hơn hẳn các màu khác. Ms lấy màu 15 về mà hối hận quá vì n k hợp vs da ngăm 😑😑😑,2.0
54,"Không hề lì, rất xấu",1.0
55,Sản phẩm ok... đẹp xịn...đóng gói cẩn thận... có điều giao hàng hơi chậm... nhưng chung quy là ok... mình rất hài lòng... cảm ơn shop nhiều,0.0
56,Màu son rất đẹp. Chất son khó trôi mà k hề bị khô môi nhe. Lên màu rất chuẩn ❤,0.0
57,"Son siêu đẹp, chất son vẫn xịn mịn, gói hàng cẩn thận kĩ lưỡng ship siêu nhanh ",0.0
58,"Son lên môi cực xinh,giá phù hợp với túi tiền của học sinh và chất lượng thì cũng không chê vào đâu được ạ.Cảm ơn shop nhiều!",0.0
59,"Son xinh, lên màu đẹp ạ
",0.0
60,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm chắc chắn và rất đẹp, thời gian giao hàng nhanh, phù hợp với giá tiền ",0.0
61,"Ưng quá shop ơi, son mịn vs cả không làm khô môi, màu v6 này thì khỏi chê rồi, giao hàng nhanh đóng gói kỉ, son lì cực luôn ý nói chung là yêu shop mất rồi :333
",0.0
62,"Mùi son thơm, chất son mượt nhưng màu sáng hơn so với hình",2.0
63,son mùi như nước rửa bát ý,1.0
64,"Son rất đẹp, mịn,  giao hàng rất nhanh mới đặt mà nay đã có, shipper vui vẻ, nhiệt tình, đóng gói vô cùng chắc chắn!!! 💚💚💚",0.0
65,"Shop giao hàng nhanh và giao đúng màu
Rất chim ưng vì đúng màu mình thích 👍😍",0.0
66,"Son mềm mịn , cam nhiều hơn đỏ. dễ trôi màu hơn khi ăn , nói chung hợp các bạn da trắng . Đỏ trầm không hợp với các bạn da ngăm đen",0.0
67,Chất lượng sản phẩm rất tốt thời gian giao hàng nhanh đongs gói đẹp ,0.0
68,Hàng được đóng gói rất cẩn thận. Chất lượng sản phẩm chuẩn. Màu son đẹp và không bị lỗi. Rất ưng ý. Cảm ơn shop và sẽ ủng hộ shop dài ❤,0.0
69,Màu không giống hình lắm ,1.0
70,Son thì chất tốt đó h r. Mà s đợt này shop kì quá. Nói tặng gương mà k có gương gì hết.,2.0
71,Mua sale thì được chứ nếu như giá niêm yết thì quá mắc,1.0
72,"Chất lượng sản phẩm tốt, đóng gói sản phẩm chắc chắn, giao hàng anh, anh shipper tốt bụng",0.0
73,Quá Nhanh trôi.  Chất son bám kém. Màu lên đẹp nhưng không lì như mong đợi như thỏi đã mua.,1.0
74,Thời gian giao hàng lâu kkkkkkkkllkkkkkkkkkkkkkkkkkkkkkk,1.0
75,"Vỏ siêu xinh, màu thì chưa thử, nào thử sẽ review saoo, ưng vỏ quá",0.0
76,Ui huhu shop dễ thương quá .mua cây son có hơn trăm mà shop tặng cho hẳn quyển lịch dễ thương như này 😍😍😍😍,0.0
77,"Đóng gói sản phẩm rất cẩn thận. Thời gian giao hàng nhanh. Chất son thơm, mịn, dưỡng ẩm tốt",0.0
78,Son đẹp tuyệt vời... Siêu mịn siêu lì siêu xịnnnnnnnn........,0.0
79,"Giao hành nhanh, gói cẩn thận",0.0
80,"Son lì lắm nha, nhưng sợ lì quá k biết có tốt cho môi k nữa 😰😰😰😰😰😰😰",0.0
81,"Rất đáng đồng tiền, màu lên hồng mịn nhẹ nhàng thích hợp sử dụng hàng ngày",0.0
82,"son hơi làm khô môi, màu cũng chưa thật sự ưng ý lắm 😌",1.0
83,Xịn mịn k cần nói nhiều ạ =))),0.0
84,Thật sự là định k đánh giá shop nhưng quá đáng quá đi Son bị bóc hộp trước rồi Son thì còn có 1 tí Khui mãi mới lên Chắc là son chính hãng đấy Nhưng chắc dùng được 1 tháng là hết,1.0
85,"Chất son mịn, thơm, bám môi tốt, lên màu đẹp",0.0
86,Son này ny mình rất thích nhưng mà giao kịp lúc ny mình đi xa ^^ sáng nay cô ấy đi thì chiều ngta mới giao tới...tùy hơi buồn chút xíu nhưng không sao.. Sản phẩm rất tốt 😁,0.0
87,"Shop giao thiếu hàng, không giải quyết cho khách, thái độ bất cần. Khách đặt 12 món giao 2 món ",1.0
88,Giao hàng nhanh. Đóng gói cẩn thận. Màu son lên chuẩn. Màu V17 siêu xinh luôn.,0.0
89,"đóng gói sản phẩm kĩ và cẩn thận, giao cũng đúng màu. m sẽ ủng hộ shop lâu dài",0.0
90,"Shopee mall nên tin tưởng
Son đẹp
Chất lượng
Giao hàng nhanhh",0.0
91,"chất son mịn, mùi hơi nồng xíu nhưng mà màu gạch này quá xinh luôn ý",0.0
92,Màu xấu,1.0
93,"Son siêu xinh mềm mịn lên màu đẹp thời gian giao hàng nhanh
",0.0
94,Màu son xấu không giống hình nó cứ hồng hồng mua vì cái vỏ,1.0
95,Shop đóng gói hộp siêu xinh  giao hàng nhanh chóng. Son màu 12 tô lên môi rất sáng da luônm còn kẻ mắt thì thật sự là nó khá nho so với tưởng tượng của mh,0.0
96,Chất lượng tốt. Giao hàng nhanh. Sẽ mua thêm để thử. Cnxnsmsncnfmz,0.0
97,"Hình thức khá xịn xò, chất son đặc, hợp đánh lòng môi",0.0
98,Son thích lắm ạ❤,0.0
99,"Dịch vụ tệ thật sự, mua 1 bảng son gửi 1 bảng son, nhắn tin cũng không hề ai trả lời, cây son nhận được còn đang dán tem nham nhở, quá tệ cho 1 nhãn hàng, chưa bao giờ phải đánh giá 1 shop nào như vậy.Trên ứng dụng ghi chọn quà tặng nhưng không thấy mục chọn, hỏi cũng không ai hướng dẫn! ",1.0
100,"Chất son dạng mouse khá lâu trôi, mềm môi, điểm trừ duy nhất là ăn xong lớp base còn lại trên môi hồng cánh son, ảnh hưởng đến màu lúc đánh lại",2.0
101,Son dưỡng môi khá ổn nhưng làm giảm thâm và tăng độ hồng môi chưa cao.,2.0
102,"Son đẹp lắm ạ, mượt mịn nhưng k chụp đc ảnh nên phải lấy đỡ ảnh này",0.0
103,"Bé khá xinhh nhaa. Muốn mua lâu lắm rồi, htrc shopee sale lên xem mua đc giá quá cưng lun ♥️ với cả shop đóng gói hàng cẩn thận nữa 🧡🧡🧡",0.0
104,"Mua trên 500k nhưng lại k có quà
Vận chuyển thì khá kém
K có mã giảm giá",1.0
105,giao hàng siêu nhanh chất lượng siu xịn,0.0
106,"Son mềm mịn đã thiệt. Xài oke. Sẽ ủng hộ shop tiếp
Gggfggghhhhhhhhhhhhhhhhhhhhh",0.0
107,"Son đẹp lắm các bạn ơiiiiiu
Mua màu này son này đáng tiềnnn lắm",0.0
108,"Nên mua nha m.n
Giao hàng nhanh, chất son ok, đóng gói cẩn thận",0.0
109,"Đóng gói cẩn thận, son siêu xinh, màu 25 thật sự rất đẹp. Tuy ship hàng hơi lâu chút xíu",0.0
110,Đóng gói sản phẩm rất đẹp và cẩn thận. Lần này shop xử lí đơn hàng hơi lâu. Thời gian giao hàng nhanh.,0.0
111,Hàng chính hãng mùi son thơm màu đẹp!!!!!,0.0
112,"Thời gian giao hàng nhanh. Màu son đẹp, mùi khá dễ chịu . Đóng gói cẩn thận",0.0
113,"Gói hàng cẩn thận, màu son lên rất xinh. Nhưng chuẩn bị hàng hơi lâu.",0.0
114,"Đóng gói sản phẩm đẹp và chắc chắn 
Thời gian giao nhanh 
Son mịn lì",0.0
115,Giao hàng nhanh. Màu son đẹp,0.0
116,"Màu 12 phù hợp với nhiều màu da, da mình ngăm nên chọn màu này nhìn rất sáng da",0.0
117,K hiểu sao chất son hơi lỏng giống son giả vậy :((((,1.0
118,Nhân viên giao hàng rất tệ,1.0
119,"Son dùng thích, đóng gói cẩn thận",0.0
120,"Đẹppppppppppp, son vừa đẹp vỏ còn đẹp màu, chất son mịn, đóng gói kĩ càng k chê vào đâu được đã thế còn giao hàng siu siu nhanh mới đặt chìu wa sáng nay đã có dù em ở tỉnh ngoài ♥️♥️♥️♥️",0.0
121,"Son rất ưng ý ạ😘😘
Thời gian giao hàng nhanh,rất đáng tiền🥰🥰",0.0
122,"Đóng gói chắc chắn, son thơm, mịn, lên màu chuẩn, có điều thân son nhìn không được sạch cho lắm",0.0
123,Màu rất thích.  Son lâu trôi . Cả ngày ko phải tô lại.   So với nhiều sp cógia cao hơn thì chất lượng quá ok,0.0
124,"Hàng fake, mùi rất khó chịu",1.0
125,Son màu đẹp . Thích màu này dã man . Chất son cũng thích nha mng .,0.0
126,Son siêu xinhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0.0
127,Bao nhiêu sự tin tưởng càng lúc càng ít đi,1.0
128,Sản phẩm tệ,1.0
129,"Giao hàng quá nhanh luôn, hộp bên ngoài cũng đẹp. Son lên màu chuẩn. Rất ưng ý ",0.0
130,"Son xài rất thích, đúng màu mình thích, sản phẩm được đóng gói cẩn thận trong hộp rất đẹp",0.0
131,Chất mịn. Có vẻ lì và pha dưỡng. Nhưng màu A3 nâu hơn hình nhiều 🤦‍♀️ Đt dán camera rồi không chụp được màu thật. Liên tục báo giao hàng không thành công mặc dù mình không nhận được cuộc gọi nào. Nhắn tin mấy ngày liền shop không thèm quan tâm luôn.,1.0
132,"Trước giờ mình vẫn dùng merzy v6. Bây h thử v9 thấy màu sáng hơn , nâng tông da . Mua Mall nên yên tâm",0.0
134,Thỏi thứ 5 mua bên shop thì đủ hiểu ưng son này đến mức nào. Lần nào mua shop cũng đóng hộp max xinh,0.0
135,"Bên trái ảnh là mới nhận của shop, hỏi shop vì sao lại khác nhau và chữ in bị mờ thì shop k tl, rất k vừa lòng",1.0
136,"Màu này đa trắng lắm thì lên màu mới đẹp. Mình khuyên v bạn nào da trắng sáng thì nên thử, nhìn rất Tây. ",2.0
137,Son bôi thấy dính môi lém,1.0
138,Son lên màu siêu xinh luôn áaaaaaaa 🥰🥰🥰 base cam xinh nhắm m.n ưiiiii,0.0
139,ma vạch kiem tra không được,1.0
140,Đánh không đẹp ,1.0
141,"Đóng gói sản phẩm chắc chắn
Son thơm và đẹp lắm ạ.tuy nhiên mk chưa test thử màu
Thanks shop😁😁😁",0.0
142,Sp tốt,0.0
143,"Màu hường cánh sen là có thật...cũng ráng đi xem này nọ để kiếm màu đỏ...mới lên....còn đỏ....để lâu xíu...ù ôi....hường cánh sen...rớt con chim nhạn.
Ảnh trông đỏ, nhưng bên ngoài thực chất là màu hường, tô đậm lên sẽ là hường cánh sen đậm lun. Mã V4 cả nhà nhé.",1.0
144,"Đã nhận đc hàng của shop, hàng đúng như yêu cầu, giao hàng nhanh, đóng gói đẹp chắc chắn",0.0
145,Giao hàng càng ngày càng chậm,1.0
146,"Màu son lên rất đẹp, son lì, giao hàng nhanh, đóng gói sản phẩm rất kĩ..........",0.0
147,"Son siêu đẹp. Lên màu chuẩn, gói hàng đẹp cực, giao hàng siêu nhanh, mìn rất thích, cảm ơn shop nhiều ạ",0.0
148,"Đóng gói hộp rất xinh và chắc 
Màu 12 siêu sinh và dễ dùng 
Giao hàng cũng khá nhanh",0.0
149,Wonderful!!!,0.0
150,Không nhớ là đã mua bao nhiêu lần ở shop rồi. Mua cho mình mua cho các bạn nữa. Rất ưng son này. Hết là lại phải mua thỏi khác ngay,0.0
151,Màu không giống với bảng màu. Thất vọng khi nhận được son.,1.0
152,Chất lượng sản phẩm tốt. Đóng gói sản phẩm rất đẹp và chắc chắn.,0.0
153,"Màu son đẹp, mượt. Giá hợp lý. Giao hàng cũng rất nhanh",0.0
154,"Ship nhanh, son lì mịn mượt ko khô môi, mùi dễ chịu, ghét mỗi base hồng ",0.0
155,"Mua vì vỏ đẹp, sau khi dùng thử cực ưng chất son nhẹ, lâu trôi, màu cực xinh, giá mềm. Mua ở cửa hàng Shopee mall rất an tâm.",0.0
156,"Mjk check ko đc nên ko biết có phải chính hãng hay ko nên hơi hụt hẫng , vì mjk mua dùm và cam kết với người ta chính hãng nhưng mjk check ko ra .shop phục vụ tốt , gói hàng lịch sự đẹp",2.0
157,"Đóng gói tốt giao hàng nhanh, săn được mã giảm 100 cho đơn 300 nên 230 2 cây cũng ổn, nhưng màu lệch nhiều so với bảng màu chính. Màu 25 là màu hường cánh sen, màu 75 nên mix với màu khác hoặc trang điểm sương sương vì đã bị hỏi đi haloween sớm à 🙄🙄🙄",2.0
158,Lên màu xấu,1.0
159,"Giao hành nhanh 
Màu lên đẹp , thơm 
Đóng   gói tốt 
Rất đáng tiền 
❤❤
",0.0
160,"Chất lượng sản phẩm tuyệt vời
Đóng gói kĩ, chắc chắn
Nalpwufv",0.0
161,Rất Okieeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.0
162,"Chất lượng sản phảm phù hợp với giá tiền
Shop tư vấn nhiệt tình
Giao hàng nhanh",0.0
163,"Cái box đựng hàng xinh xỉu UwU son màu đẹp lắm, nhiều đỏ hơn màu 25 chút xíuu, mùi hơi hắc nhưng dùng lâu chắc sẽ quen thôi, nói chung cực ưng, đợi lâu lắm rồi giờ mới rước được em về~~",0.0
164,Hang ok,0.0
165,Từ son đến chì kẻ đều rất lâu trôi (trừ dòng Melow). Thật sự thích. Đóng gói sản chắc chắn. Hy vọng Merzy phát triển nhiều sản phẩm hơn nữa,0.0
166," Màu son đẹp lắm ạ, cháy hàng liên tục nhưng đợi là xứng đáng. Xuất sắc ",0.0
167,Son bị cong phần quẹt. Mình nghĩ sẽ có hộp đựng nhưng đây chỉ là cây son đựng trong hộp giấy của shopee. Mong shop chú ý hơn,1.0
168,"son lên màu đẹp, bền, shop đóng gói cẩm thận, sẽ ủng hộ lần sau ",0.0
169,"Đợt này mua đc tặng cả lịch luôn ạ, son thì chưa thử lên môi nên chưa biết sao, nhưng đóng gói đẹp chắc chắn ghê.",0.0
170,Cam san hô nhưng base hồng. Bôi lên như màu hồng  v đó quý dị,1.0
171,Son đẹp lỳ.. bôi mịn.. n qua mấy tiếng thì thấy môi khô.. ăn qua một bữa tiệc rượu mà son vẫn còn bám tốt..,0.0
172,Sơn hơi khô đánh lòng môi không được,1.0
173,"Giao hàng hơi chậm so với mong đợi. Tuy nhiên đóng gói chắc chắn, hộp đẹp, xinh. Màu #14 lên môi mình hơi base hồng😘",0.0
174,Son cực nhiều chì ,1.0
175,Quét mã code hàng thì k thấy hiện công tu Maybelline mà thấy code xuất xứ từ trung quốc,1.0
176,"Hình lấy đỡ, ship nhanh , mình mua em này lần thứ 2 rồi , mẫu lên rất trắng da nha ",0.0
177,"Màu đẹp, son mướt ko khô , đóng gói cản thậnnnnnnnnnnnnnnnnnn",0.0
178,"Tàm tạm.. đánh k ăn môi như cây mk dùng 
Giá bằng nửa cây mk dùng nên ổn.. ok",2.0
179,Son lên màu rất đẹp...tương đối lì...cho 3 sao vì không có quà tặng giống như hình...,0.0
180,Son màu lên không đẹp giống lần trước . Giao hàng rất nhanh . Hợp túi tiền,2.0
181,Mình là người mua hàng cực kỳ dễ tính nhưng lần này thật sự rất ko vui vì bên giao hàng . Mình mua tặng quà sn bạn nhưng chờ rất lâu làm trễ ngày của mình . Shop kiểm tra lại bên dvvc GHN gì mà chậm quá . Còn về sp ok,2.0
182,Ok,0.0
184,"Màu son đẹp, cá tính mà cũng sexy nữa....thích màu này dã man.
Son đánh lên thì hơi bóng nhưng khoảng 5 phút sau sẽ khô và lì rất đẹp. Son mềm mịn thơm nhẹ. ",0.0
185,"Son hơi base hồng không rõ màu cam lắm
Thiết kế xịn sò
Giao hàng siêu nhanh",0.0
186,"Shop giao đầy đủ, giao nhanh 1 ngày là đã có hàng rồi , rất đáng tiền.
Đóng gói sản phẩm đẹp, chắc chắn 
",0.0
187,"Son màu cam cháy, khá lì và nhẹ môi, lên màu chuẩn, ko khô môi , son sau khi khô thì ko dây ra nhiều khi ăn uống",0.0
188,"Giá rất tốt,, mình đã mua nhiều lần rồi,  lần sau mình sẽ tiếp tục mua ở shop",0.0
189,"Hàng chuẩn Auth, màu đánh lên đẹp sáng da 
Không bị khô môi, đánh rất mềm",0.0
190,"Son có mùi thơm ngọt ngọt rất dễ chịu, bôi lên tay thơm cực lâu. Chị shop tư vứng dễ thương. Nhưng mình vẫn chưa chắc đây là hàng thật hay hàng giả vì làm theo quy tắc chẵn nhân ba cộng lẻ không đúng. Nhưng cho 5 sao vì màu đẹp mà mùi lại thơm cực. Ăn không bị dính son lên ống hút,... Thích lắm",0.0
191,"Tem dưới bị bóc, son đánh lên trôi nhanh quá sức tưởng tượng",1.0
192,"Chán không thể tả, đặt 05 ship 04, rõ chán luôn á :((
",1.0
193,Hàng auth,0.0
194,"Shop đóng gói cả hộp ngoài lẫn hộp trong đều đẹp , giao hàng nhanh, màu son lên ưng",0.0
195,"Gói hàng đẹp,  shop tặng thêm gương rất đáng yêu. Son lên màu đẹp,  nhưng tẩy trang khó trôi. ",0.0
196,"Gói hàng đẹp, son xinh mùi thơm màu xinh :)) cho 100 điểm luôn nhaaa",0.0
197,chất 💄 đẹp mịn sẽ ủng hộ tiếp,0.0
198,"Giao nhầm hàng,đặt son 06 về 05,,,nhắn tin shop không rep 🥴🥴🥴🥴",1.0
199,"Được thêm giỏ xách xinh xinh nữa, sẽ ủng hộ shop nhiều nhiều,.",0.0
200,Son xinh đóng gói thì thôi rồi cái họo to gấp 20 lần cái son =))))))))))))))),0.0
201,"Son tốt, rẻ so với thị trường mà lại xịn",0.0
202,"
Giao hàng hơi lâu nhưng son đẹp 
",1.0
203,"Xinh xỉu luôn á mọi người. Đóng gói kĩ, chất son mịn và xịn, không bị khô môi, cảm giác như môi thật của mình thật",0.0
204,"Chất son vẫn rất mịn và mềm, hơi bóng nhẹ  Màu này k ưng lắm vì hơi đậm",2.0
205,"Đóng gói cẩn thận và đẹp lắm, hàng về không nỡ bóc ra luôn. Đã thế giao hàng cực nhanh, ở tp HCM ship ra HN mất có 2 ngày.",0.0
206,"hàng siêu hịn nha,chưa test thử nhưng vỏ hộp không móp méo,xinh xẻo lắm mà giá rẻ hơn so với hàng mình mua xách tay,rất đáng mua,đặc biệt thích màu 12 ",0.0
207,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng nhanh",0.0
208,"Mua rat nhieu lần^^ 
Chat luong tuyet voi
Dong goi can thận giao hang nhanh",0.0
209,Màu 15 siêu đẹp tuy nhiên kén daaaa phết hihu da mình bị đen huhu,2.0
210,"Son siu siu xinh
Hôm trc mua màu 25 xinh quá nay mua thêm màu 23 cx xinh quá chòi ajjjjjjj
😘😘😘😘😘😘😘😘😘😘😘😘",0.0
211,"Son fake lòi luôn á :))) 
Coi như bài học ham đồ rẻ ",1.0
212,"Hàng được đóng gói kĩ càng, đẹp. Màu son giao đúng màu đã đặt. Tuy nhiên, thời gian giao hàng khá lâu. Chất son ổn",0.0
213,Giao hàng nhanh. Shop đóng gói cẩn thận. Còn có thêm thiệp . Từ trước giờ chỉ dùng son này,0.0
214,"Mình thấy màu son hợp với mọi loại da ấy, da mình hơi ngăm makeup thêm tí thôi là đã ổn rồi, nếu xài hằng ngày thì nên đánh lòng môi thôi nè ",2.0
215,Rất đẹp. Okkkkkkkkk lắm nhaaaaaaaaaaaa. Cho chất lượng 5 sao,0.0
216,Giao hàng đúng hình. Chưa có dịp sử dụng nên chưa rõ có lì như quảng cáo k.,2.0
217,"Son gì mà lên màu đẹp quá trời, mịn, thơm nữa, mua rồi lại muốn mua tiếp👍👍",0.0
218,Màu 23 lên môi khá nhạt. Gần giống nude chất son của bbia thì khỏi bàn k bị khô môi ,2.0
219,Màu 15 là màu lâu trôi nhất,0.0
220,Son mịn nhưng mùi hơi hắc. Son ko lì lắm ăn xong là trôi gần như hết,2.0
221,"Đánh rất mịn, tone màu xinh 😁😁
Rất hài lòng",0.0
222,"Đóng gói cẩn thật, màu son lên đẹp dã man, mùi thơm nhẹ chất lượng rất ok
",0.0
223,"Đợi mãi mới thấy restock ^^ Son xinhhh, chất ko thích bằng ver 3 nhưng màu xinh nên tha thứ hết =)) Màu này mình thấy nhiều đỏ hơn BR A12 xíu nha mọi người ",0.0
224,"Màu lên đẹp,mướt.. Nc rất ưng ",0.0
225,"Màu đẹp, hình minh hoạ là đỏ thuần nhưng lên môi t hơi có tí hồng, b nào da trắng dùng màu này xinh nè Kjhhjusidhjhcbebbbcjie",0.0
226,"Son đẹp, thơm mùi dễ chịu. Được tặng kèm túi vải bảo vệ môi trường cực iu và thư cảm ơn rất chu đáo. Ưng!",0.0
227,"Mình hk hợp màu lắm nhưng chất lượng khỏi chê r. 
Hông có hình nên lấy tạm hình nì.  Heo thì lắm nhá kjk",0.0
229,Màu bao xinh luônnnnnnnnnnnnnnn ♡♡ đã biết vì sao màu này luôn cháy hàng ♡,0.0
230,Son đẹp nhưng giao không đúng màu nên hơi buồn cho 3 sao thôi,2.0
231,lên môi một màu lên tay một màu khác khá buồn luôn,1.0
232,sao mình cảm giác son cừ bị bết và vón cục.,1.0
233,"Chất lượng sản phẩm tốt,  giao hàng nhanh đóng gói cẩn thẩn.  Giao hàng ",0.0
234,"Son có mùi thơm nhẹ, màu  đẹp không bị rích. Giao hàng chậm",0.0
235,Không có hàng tặng kèm như hình ảnh ,1.0
236,Màu đẹp - lỳ - thơm,0.0
237,Đóng gói kì thật sự luôn á. Không miếng chống sốc gì hết trơn :)),1.0
238,Mình mua màu tím nhưng son lên ko ra màu tím như hình sản phẩm,1.0
239,Thỏi thứ 4 :),0.0
240,"Màu son đẹp, chuẩn",0.0
241,Son rất lì mềm mịn môi khi sử dụng,0.0
242,Ok,0.0
243,"Son cận date,vón cục",1.0
